age,workclass,education.num,marital.status,occupation,sex,race,capital.gain,capital.loss,hours.per.week,income,income_prediction,mitigated_prediction
41,Private,15,Divorced,Sales,Male,White,0,0,51,>50K,>50K,1
29,Private,10,Married-civ-spouse,Farming-fishing,Male,White,0,0,52,>50K,>50K,0
67,Private,8,Married-civ-spouse,Transport-moving,Female,White,0,0,30,>50K,>50K,1
52,Private,7,Divorced,Machine-op-inspct,Male,Black,0,0,29,<=50K,<=50K,0
50,Private,7,Divorced,Handlers-cleaners,Male,Black,0,0,26,<=50K,<=50K,0
50,Private,6,Never-married,Tech-support,Male,Black,10496,0,59,>50K,>50K,0
68,Private,6,Never-married,Farming-fishing,Male,White,89867,0,47,>50K,>50K,0
60,Private,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,30,>50K,>50K,1
54,Private,9,Married-civ-spouse,Tech-support,Female,White,0,0,41,<=50K,<=50K,1
29,Private,13,Married-civ-spouse,Handlers-cleaners,Female,White,60886,0,38,<=50K,<=50K,1
20,Private,6,Divorced,Machine-op-inspct,Female,White,0,0,28,<=50K,<=50K,0
18,Federal-gov,6,Married-civ-spouse,Craft-repair,Male,White,0,0,40,<=50K,>50K,0
50,Private,10,Never-married,Transport-moving,Male,White,0,0,42,<=50K,<=50K,0
57,Private,14,Never-married,Adm-clerical,Male,White,0,0,63,>50K,>50K,1
27,State-gov,6,Never-married,Adm-clerical,Male,White,0,0,32,<=50K,<=50K,0
60,Private,8,Never-married,Handlers-cleaners,Female,White,13420,0,19,<=50K,<=50K,0
61,Private,10,Widowed,Farming-fishing,Male,White,0,0,27,<=50K,>50K,1
46,Private,9,Never-married,Sales,Male,White,0,0,29,<=50K,<=50K,0
30,Self-emp-not-inc,5,Separated,Craft-repair,Male,White,0,0,34,<=50K,<=50K,0
29,Private,10,Married-civ-spouse,Craft-repair,Male,White,0,0,27,<=50K,<=50K,0
48,Private,5,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,49,<=50K,<=50K,0
63,Private,7,Divorced,Machine-op-inspct,Male,White,0,0,26,<=50K,<=50K,0
19,Private,14,Widowed,Handlers-cleaners,Male,White,0,0,40,<=50K,<=50K,0
68,Private,9,Married-civ-spouse,Sales,Male,White,0,1258,64,>50K,>50K,1
67,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Male,White,0,0,46,>50K,>50K,1
52,Private,9,Divorced,Adm-clerical,Female,Black,0,0,45,<=50K,<=50K,0
40,Private,14,Never-married,Handlers-cleaners,Female,White,91893,0,62,>50K,>50K,1
34,Private,10,Married-civ-spouse,Craft-repair,Female,White,0,0,54,>50K,>50K,0
43,Private,14,Never-married,Machine-op-inspct,Female,White,0,0,46,>50K,>50K,1
25,Self-emp-inc,12,Widowed,Adm-clerical,Male,Black,0,0,36,<=50K,<=50K,0
46,Private,9,Never-married,Exec-managerial,Female,White,5132,0,39,<=50K,<=50K,0
43,Private,15,Married-civ-spouse,Tech-support,Male,White,0,0,39,>50K,>50K,0
27,Private,5,Married-civ-spouse,Craft-repair,Male,White,94812,0,35,<=50K,<=50K,0
43,Private,9,Married-civ-spouse,Exec-managerial,Female,Black,0,0,42,<=50K,<=50K,0
51,Private,7,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,44,>50K,>50K,0
68,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Female,White,0,0,25,>50K,>50K,1
58,Private,12,Never-married,Handlers-cleaners,Male,White,75900,0,59,>50K,>50K,1
24,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Male,White,27296,0,44,<=50K,<=50K,0
21,Self-emp-not-inc,15,Never-married,Machine-op-inspct,Male,White,91216,0,36,>50K,>50K,0
70,Self-emp-inc,9,Never-married,Craft-repair,Female,White,0,0,42,<=50K,<=50K,0
67,Private,6,Married-civ-spouse,Sales,Male,White,0,0,51,>50K,>50K,1
62,Private,10,Widowed,Farming-fishing,Male,White,76577,0,22,>50K,>50K,0
28,State-gov,15,Never-married,Exec-managerial,Male,White,0,0,38,>50K,>50K,0
46,Self-emp-not-inc,10,Divorced,Prof-specialty,Male,Other,0,0,25,<=50K,>50K,0
73,Federal-gov,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,71,>50K,>50K,1
53,Private,14,Divorced,Machine-op-inspct,Female,White,0,0,41,<=50K,<=50K,1
42,Private,15,Married-civ-spouse,Adm-clerical,Male,White,0,0,25,>50K,>50K,1
38,Self-emp-not-inc,10,Never-married,Sales,Female,White,0,0,83,<=50K,<=50K,0
74,Private,13,Married-civ-spouse,Exec-managerial,Male,White,0,0,33,>50K,>50K,1
53,Private,15,Never-married,Machine-op-inspct,Male,White,0,0,37,>50K,>50K,1
27,Private,12,Married-civ-spouse,Exec-managerial,Female,White,0,0,38,<=50K,<=50K,0
54,Private,12,Married-civ-spouse,Craft-repair,Male,White,0,0,29,>50K,>50K,1
26,Private,5,Divorced,Transport-moving,Male,White,0,0,42,<=50K,<=50K,0
41,Private,9,Divorced,Handlers-cleaners,Male,White,0,0,13,>50K,>50K,1
52,Private,11,Married-civ-spouse,Farming-fishing,Female,White,0,0,53,>50K,>50K,1
66,Private,10,Married-civ-spouse,Craft-repair,Female,Black,0,0,26,<=50K,<=50K,1
52,Private,9,Never-married,Tech-support,Male,White,0,0,35,<=50K,<=50K,0
65,Private,12,Never-married,Adm-clerical,Male,Other,33806,0,49,>50K,>50K,1
53,Local-gov,7,Married-civ-spouse,Tech-support,Male,White,0,0,37,>50K,>50K,0
35,Private,10,Divorced,Tech-support,Female,Asian,0,399,38,<=50K,<=50K,0
66,Private,9,Divorced,Sales,Male,White,31498,0,27,<=50K,<=50K,1
56,Self-emp-not-inc,12,Married-civ-spouse,Prof-specialty,Male,White,0,0,65,>50K,>50K,0
49,Local-gov,8,Never-married,Farming-fishing,Male,White,0,0,46,<=50K,<=50K,0
41,Private,12,Never-married,Transport-moving,Male,White,0,3030,27,<=50K,<=50K,0
40,Private,14,Never-married,Craft-repair,Male,White,0,0,42,>50K,>50K,0
49,Private,6,Married-civ-spouse,Tech-support,Female,White,59813,0,26,<=50K,<=50K,0
54,Private,13,Never-married,Tech-support,Male,White,0,0,60,>50K,>50K,1
29,Self-emp-not-inc,13,Married-civ-spouse,Adm-clerical,Male,White,0,0,42,>50K,>50K,1
66,State-gov,14,Separated,Transport-moving,Male,White,0,0,28,>50K,>50K,1
72,State-gov,14,Married-civ-spouse,Transport-moving,Female,White,0,0,48,>50K,>50K,1
30,Private,10,Divorced,Transport-moving,Male,White,0,0,36,>50K,>50K,0
40,Private,8,Divorced,Craft-repair,Female,White,0,0,24,<=50K,<=50K,0
42,State-gov,8,Married-civ-spouse,Farming-fishing,Male,White,0,0,44,<=50K,<=50K,0
52,Private,10,Never-married,Farming-fishing,Male,White,0,0,44,>50K,>50K,0
58,Private,9,Never-married,Craft-repair,Male,White,0,0,53,>50K,>50K,0
47,Self-emp-not-inc,10,Married-civ-spouse,Sales,Male,White,0,1789,40,>50K,>50K,1
34,Private,11,Never-married,Craft-repair,Male,White,0,0,41,>50K,>50K,0
66,Private,11,Divorced,Handlers-cleaners,Female,White,0,0,41,>50K,>50K,1
37,Local-gov,13,Married-civ-spouse,Machine-op-inspct,Male,White,77067,0,59,>50K,>50K,1
65,Private,12,Widowed,Handlers-cleaners,Male,White,0,0,36,>50K,>50K,1
42,Private,10,Never-married,Sales,Male,White,0,0,45,>50K,>50K,0
39,Private,10,Married-civ-spouse,Sales,Female,White,0,0,47,<=50K,<=50K,0
30,Private,9,Divorced,Craft-repair,Female,White,0,0,44,<=50K,<=50K,0
36,Private,5,Married-civ-spouse,Craft-repair,Male,White,43348,0,35,<=50K,<=50K,0
66,Private,13,Never-married,Prof-specialty,Female,White,0,0,41,>50K,>50K,1
53,Private,13,Separated,Adm-clerical,Male,White,0,0,38,>50K,>50K,0
29,Federal-gov,13,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,63,>50K,>50K,1
58,Private,15,Never-married,Farming-fishing,Female,White,0,0,34,>50K,>50K,1
36,Self-emp-inc,12,Divorced,Prof-specialty,Female,White,0,0,29,<=50K,<=50K,0
29,Private,14,Married-civ-spouse,Transport-moving,Male,White,0,1642,39,>50K,>50K,1
26,Private,7,Separated,Exec-managerial,Male,Black,0,866,39,<=50K,>50K,0
24,Private,5,Divorced,Farming-fishing,Male,White,0,0,42,<=50K,<=50K,0
45,Private,15,Divorced,Transport-moving,Female,Black,0,0,34,<=50K,<=50K,1
31,Self-emp-not-inc,12,Never-married,Prof-specialty,Male,White,0,0,41,<=50K,<=50K,0
48,Private,11,Married-civ-spouse,Tech-support,Male,White,0,0,41,>50K,>50K,1
69,Private,9,Married-civ-spouse,Prof-specialty,Male,White,0,0,50,>50K,>50K,1
36,Private,14,Separated,Prof-specialty,Male,White,0,0,41,<=50K,>50K,1
64,Private,11,Never-married,Prof-specialty,Male,White,25686,0,41,>50K,>50K,1
33,Private,14,Never-married,Craft-repair,Female,White,73551,0,46,>50K,<=50K,0
70,Private,8,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,50,<=50K,>50K,1
22,Private,13,Divorced,Prof-specialty,Male,Asian,0,0,28,<=50K,<=50K,0
52,Private,15,Widowed,Craft-repair,Male,White,0,0,24,>50K,>50K,1
29,Private,14,Married-civ-spouse,Transport-moving,Female,White,0,0,60,<=50K,<=50K,1
42,Private,6,Married-civ-spouse,Adm-clerical,Male,White,0,0,48,>50K,>50K,0
69,Private,13,Divorced,Handlers-cleaners,Male,White,0,0,37,>50K,>50K,1
38,Private,13,Married-civ-spouse,Transport-moving,Female,White,0,0,40,>50K,>50K,1
53,Self-emp-not-inc,9,Married-civ-spouse,Sales,Female,White,0,0,35,<=50K,<=50K,1
70,Self-emp-not-inc,15,Never-married,Farming-fishing,Female,Black,0,0,42,>50K,>50K,1
40,Local-gov,5,Widowed,Exec-managerial,Female,White,0,0,28,<=50K,<=50K,0
33,Private,11,Divorced,Sales,Male,White,0,0,50,>50K,<=50K,0
74,State-gov,14,Never-married,Machine-op-inspct,Female,White,0,0,42,>50K,>50K,1
56,Private,14,Never-married,Adm-clerical,Male,White,0,0,42,>50K,>50K,1
62,State-gov,8,Never-married,Machine-op-inspct,Female,White,0,0,29,<=50K,<=50K,0
70,Private,13,Married-civ-spouse,Tech-support,Female,White,0,0,46,>50K,>50K,1
59,Private,10,Married-civ-spouse,Tech-support,Female,White,0,0,29,>50K,<=50K,1
56,Private,7,Married-civ-spouse,Prof-specialty,Male,White,0,0,31,<=50K,<=50K,0
31,Private,10,Married-civ-spouse,Adm-clerical,Male,White,64165,0,41,>50K,>50K,0
48,Federal-gov,14,Married-civ-spouse,Transport-moving,Male,White,0,0,70,>50K,>50K,1
22,Self-emp-not-inc,10,Married-civ-spouse,Sales,Female,White,0,0,42,<=50K,<=50K,0
52,State-gov,9,Married-civ-spouse,Adm-clerical,Female,White,0,1886,9,<=50K,<=50K,0
40,Private,6,Married-civ-spouse,Sales,Male,White,0,0,32,<=50K,<=50K,0
46,Private,14,Divorced,Exec-managerial,Male,White,0,0,48,<=50K,>50K,1
60,Private,14,Married-civ-spouse,Transport-moving,Male,White,0,0,26,>50K,>50K,1
28,State-gov,6,Never-married,Machine-op-inspct,Female,White,0,0,49,<=50K,<=50K,0
35,Private,11,Married-civ-spouse,Sales,Female,White,0,0,41,<=50K,<=50K,0
64,Self-emp-not-inc,6,Never-married,Exec-managerial,Male,White,0,0,51,>50K,<=50K,0
29,Private,10,Separated,Adm-clerical,Male,White,0,0,33,<=50K,<=50K,0
26,Private,9,Never-married,Exec-managerial,Female,White,0,0,32,<=50K,<=50K,0
27,State-gov,8,Never-married,Farming-fishing,Female,White,0,0,46,<=50K,<=50K,0
61,Private,11,Separated,Exec-managerial,Male,White,0,0,39,>50K,>50K,1
34,Private,12,Married-civ-spouse,Exec-managerial,Male,White,0,0,39,<=50K,>50K,0
55,Private,8,Widowed,Prof-specialty,Male,Black,0,0,58,<=50K,<=50K,0
24,Self-emp-inc,5,Never-married,Tech-support,Male,White,0,0,47,<=50K,<=50K,0
63,Private,5,Never-married,Machine-op-inspct,Male,White,0,0,16,<=50K,>50K,0
30,Private,5,Married-civ-spouse,Farming-fishing,Female,White,0,0,49,<=50K,<=50K,0
57,Private,15,Divorced,Farming-fishing,Female,White,0,0,48,>50K,>50K,1
59,Private,5,Never-married,Tech-support,Male,Asian,0,0,54,<=50K,<=50K,0
26,Private,9,Never-married,Handlers-cleaners,Female,White,0,0,28,<=50K,<=50K,0
67,Private,8,Never-married,Sales,Male,Black,0,908,43,>50K,>50K,1
44,State-gov,13,Married-civ-spouse,Exec-managerial,Male,Black,0,0,41,<=50K,<=50K,1
19,State-gov,7,Married-civ-spouse,Adm-clerical,Male,Black,0,0,28,<=50K,<=50K,0
22,Private,11,Married-civ-spouse,Exec-managerial,Male,White,0,0,51,<=50K,>50K,0
46,Self-emp-not-inc,15,Married-civ-spouse,Adm-clerical,Female,White,0,0,37,>50K,>50K,1
54,Private,12,Married-civ-spouse,Exec-managerial,Female,White,0,0,53,<=50K,<=50K,1
55,Private,10,Married-civ-spouse,Farming-fishing,Male,White,0,0,31,>50K,>50K,1
36,Private,14,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,22,>50K,>50K,1
25,Private,5,Divorced,Tech-support,Female,White,0,0,37,<=50K,<=50K,0
65,Private,12,Married-civ-spouse,Transport-moving,Male,White,0,0,42,>50K,>50K,1
62,Private,14,Separated,Craft-repair,Male,White,0,0,33,>50K,>50K,1
18,Self-emp-inc,7,Never-married,Machine-op-inspct,Female,White,0,0,3,<=50K,<=50K,0
39,Private,12,Never-married,Transport-moving,Male,White,0,0,44,>50K,>50K,0
69,Private,8,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,44,>50K,>50K,1
34,Private,12,Never-married,Sales,Male,White,0,847,48,<=50K,>50K,0
24,Private,15,Divorced,Tech-support,Female,White,0,0,35,<=50K,>50K,0
42,Private,5,Widowed,Adm-clerical,Male,White,0,0,34,<=50K,<=50K,0
62,Private,7,Never-married,Transport-moving,Male,White,0,0,57,<=50K,>50K,0
21,Self-emp-not-inc,10,Divorced,Transport-moving,Female,Black,0,0,21,<=50K,<=50K,0
53,Self-emp-not-inc,13,Never-married,Machine-op-inspct,Male,White,0,0,37,>50K,<=50K,1
23,Private,6,Married-civ-spouse,Transport-moving,Female,White,0,0,41,<=50K,<=50K,0
48,Private,15,Married-civ-spouse,Adm-clerical,Male,White,21511,0,47,>50K,>50K,1
36,State-gov,5,Never-married,Tech-support,Female,White,0,0,42,<=50K,<=50K,0
61,Private,14,Married-civ-spouse,Sales,Male,White,0,0,28,>50K,>50K,1
71,Private,7,Married-civ-spouse,Craft-repair,Male,White,0,0,54,>50K,>50K,1
56,Private,8,Never-married,Tech-support,Male,White,0,0,40,<=50K,<=50K,0
44,Private,15,Married-civ-spouse,Prof-specialty,Male,White,0,0,19,>50K,>50K,1
27,Local-gov,9,Never-married,Sales,Female,White,0,0,42,<=50K,<=50K,0
43,Private,7,Never-married,Transport-moving,Female,White,0,0,45,<=50K,<=50K,0
36,Private,14,Married-civ-spouse,Adm-clerical,Male,Asian,0,0,63,>50K,>50K,1
56,Private,15,Married-civ-spouse,Handlers-cleaners,Male,Asian,0,2955,44,>50K,>50K,1
20,Private,6,Married-civ-spouse,Transport-moving,Female,White,0,0,22,<=50K,<=50K,0
62,Local-gov,6,Married-civ-spouse,Farming-fishing,Female,White,81291,0,22,<=50K,<=50K,0
30,Private,11,Married-civ-spouse,Farming-fishing,Male,White,0,3703,55,>50K,<=50K,0
67,Private,13,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,30,>50K,>50K,1
45,State-gov,14,Married-civ-spouse,Craft-repair,Male,White,0,0,21,>50K,>50K,1
37,Private,6,Married-civ-spouse,Farming-fishing,Female,Asian,0,0,52,<=50K,<=50K,0
45,Private,11,Never-married,Craft-repair,Male,White,0,0,34,<=50K,<=50K,0
25,Private,11,Never-married,Sales,Male,White,0,0,51,<=50K,<=50K,0
58,Private,15,Never-married,Handlers-cleaners,Male,White,0,0,29,>50K,>50K,1
56,Private,11,Divorced,Craft-repair,Female,Other,0,0,57,>50K,<=50K,1
18,Private,7,Married-civ-spouse,Prof-specialty,Male,White,0,0,50,<=50K,<=50K,0
20,Private,11,Never-married,Craft-repair,Male,White,0,0,31,<=50K,<=50K,0
30,Local-gov,5,Married-civ-spouse,Exec-managerial,Male,White,0,0,20,<=50K,<=50K,0
45,Private,14,Married-civ-spouse,Sales,Male,White,0,0,67,>50K,>50K,1
74,Private,5,Never-married,Prof-specialty,Male,White,0,0,37,<=50K,<=50K,0
66,Private,9,Married-civ-spouse,Handlers-cleaners,Male,Black,0,0,30,>50K,>50K,1
42,Self-emp-inc,6,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,56,<=50K,<=50K,0
73,Private,13,Never-married,Transport-moving,Male,White,0,0,51,>50K,>50K,1
50,Local-gov,11,Never-married,Adm-clerical,Male,White,0,0,54,<=50K,<=50K,1
55,Private,8,Married-civ-spouse,Farming-fishing,Female,White,0,0,38,<=50K,<=50K,1
70,State-gov,8,Married-civ-spouse,Exec-managerial,Female,White,0,0,62,>50K,>50K,1
23,Private,6,Divorced,Exec-managerial,Male,White,83747,0,24,<=50K,<=50K,0
61,Private,9,Never-married,Machine-op-inspct,Female,White,0,0,33,<=50K,<=50K,1
62,Private,8,Married-civ-spouse,Transport-moving,Male,White,61062,0,44,>50K,>50K,1
49,Self-emp-not-inc,5,Divorced,Transport-moving,Male,White,0,0,54,>50K,>50K,0
62,Private,12,Separated,Farming-fishing,Male,White,0,0,47,>50K,>50K,1
64,Private,7,Married-civ-spouse,Craft-repair,Male,Black,0,0,39,>50K,>50K,1
38,Private,10,Never-married,Handlers-cleaners,Female,White,0,1155,34,<=50K,<=50K,0
33,Federal-gov,8,Separated,Transport-moving,Female,White,0,0,54,<=50K,<=50K,0
71,Self-emp-not-inc,13,Married-civ-spouse,Transport-moving,Female,White,0,0,49,>50K,>50K,1
38,Private,11,Never-married,Adm-clerical,Male,White,0,0,29,<=50K,<=50K,0
28,Private,13,Married-civ-spouse,Prof-specialty,Male,White,0,0,29,<=50K,<=50K,0
54,Private,14,Never-married,Prof-specialty,Male,White,0,0,33,<=50K,<=50K,1
53,Federal-gov,7,Never-married,Adm-clerical,Male,White,0,0,31,<=50K,>50K,0
52,Self-emp-not-inc,5,Married-civ-spouse,Tech-support,Male,White,0,0,52,<=50K,<=50K,0
36,Private,9,Never-married,Handlers-cleaners,Male,White,0,451,45,<=50K,<=50K,0
37,Private,7,Never-married,Transport-moving,Male,White,0,0,46,<=50K,<=50K,0
74,State-gov,10,Married-civ-spouse,Farming-fishing,Male,Asian,0,0,42,>50K,>50K,1
35,Local-gov,12,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,42,>50K,>50K,1
64,Private,15,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,21,>50K,>50K,1
58,Private,8,Divorced,Exec-managerial,Female,Black,0,0,49,<=50K,<=50K,0
66,Private,9,Widowed,Transport-moving,Male,Black,0,0,33,<=50K,>50K,1
31,Private,9,Never-married,Tech-support,Male,White,0,0,39,<=50K,<=50K,0
32,Private,8,Married-civ-spouse,Farming-fishing,Male,White,24528,0,34,<=50K,<=50K,0
48,Private,8,Divorced,Handlers-cleaners,Female,White,0,0,41,<=50K,<=50K,0
18,Private,8,Married-civ-spouse,Sales,Male,White,0,0,46,<=50K,>50K,0
70,Private,8,Married-civ-spouse,Exec-managerial,Male,White,0,0,27,>50K,<=50K,1
71,Private,8,Divorced,Transport-moving,Female,White,0,0,43,<=50K,<=50K,1
71,Private,9,Divorced,Handlers-cleaners,Male,White,0,0,34,>50K,>50K,1
20,Self-emp-not-inc,6,Divorced,Handlers-cleaners,Male,White,0,0,55,<=50K,<=50K,0
33,Private,6,Separated,Farming-fishing,Male,White,0,0,26,<=50K,<=50K,0
40,Private,13,Never-married,Exec-managerial,Male,White,0,0,27,>50K,>50K,0
74,Private,6,Never-married,Prof-specialty,Male,White,0,0,35,>50K,>50K,0
28,Local-gov,10,Married-civ-spouse,Prof-specialty,Male,White,0,0,28,<=50K,<=50K,0
29,Self-emp-not-inc,6,Widowed,Sales,Male,White,0,0,37,<=50K,<=50K,0
27,Private,9,Never-married,Craft-repair,Male,Asian,0,0,33,<=50K,<=50K,0
49,State-gov,8,Never-married,Adm-clerical,Female,White,0,0,41,<=50K,<=50K,0
33,Private,11,Married-civ-spouse,Transport-moving,Male,White,0,0,52,>50K,>50K,0
25,State-gov,11,Divorced,Farming-fishing,Male,White,0,0,40,<=50K,<=50K,1
55,Private,10,Divorced,Transport-moving,Male,White,0,0,41,<=50K,>50K,0
29,Private,14,Married-civ-spouse,Farming-fishing,Female,Black,0,0,27,<=50K,<=50K,1
41,Private,9,Never-married,Prof-specialty,Male,White,0,0,38,<=50K,<=50K,0
45,Private,5,Never-married,Farming-fishing,Male,White,0,1623,34,<=50K,<=50K,0
70,Private,7,Married-civ-spouse,Exec-managerial,Female,White,0,0,48,<=50K,<=50K,1
25,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Female,White,0,0,30,<=50K,<=50K,0
45,Federal-gov,5,Never-married,Sales,Male,White,0,0,29,<=50K,<=50K,0
53,Private,9,Married-civ-spouse,Tech-support,Female,White,0,0,43,<=50K,<=50K,1
43,Private,6,Never-married,Prof-specialty,Male,White,0,0,63,<=50K,<=50K,0
25,Private,8,Never-married,Tech-support,Male,White,0,0,37,>50K,>50K,0
67,Private,15,Married-civ-spouse,Tech-support,Male,White,69843,0,42,>50K,>50K,1
45,Private,5,Never-married,Machine-op-inspct,Male,Black,0,0,51,<=50K,<=50K,0
45,Private,7,Divorced,Craft-repair,Female,White,0,0,46,<=50K,<=50K,0
54,Self-emp-not-inc,14,Never-married,Adm-clerical,Male,White,0,0,46,>50K,>50K,1
58,Private,11,Never-married,Handlers-cleaners,Male,White,0,0,38,>50K,>50K,1
53,Private,14,Never-married,Exec-managerial,Female,Black,0,0,39,<=50K,<=50K,1
44,Private,7,Married-civ-spouse,Farming-fishing,Female,White,0,0,30,<=50K,<=50K,0
71,Private,8,Married-civ-spouse,Transport-moving,Male,White,0,0,45,>50K,>50K,1
34,Private,6,Married-civ-spouse,Adm-clerical,Male,White,0,0,45,<=50K,>50K,0
26,Self-emp-inc,7,Married-civ-spouse,Transport-moving,Male,White,0,0,48,<=50K,<=50K,0
50,Private,13,Never-married,Sales,Female,White,0,0,34,<=50K,<=50K,1
70,Private,7,Divorced,Sales,Male,White,0,0,49,>50K,>50K,1
37,Self-emp-not-inc,15,Never-married,Exec-managerial,Female,White,0,0,53,<=50K,<=50K,1
30,Private,9,Married-civ-spouse,Farming-fishing,Male,White,0,0,25,<=50K,<=50K,0
45,Self-emp-not-inc,6,Married-civ-spouse,Farming-fishing,Male,White,0,0,36,<=50K,<=50K,0
65,Private,8,Never-married,Prof-specialty,Male,White,0,0,54,<=50K,>50K,1
46,Private,11,Married-civ-spouse,Farming-fishing,Male,White,0,0,32,>50K,>50K,1
30,Federal-gov,11,Never-married,Handlers-cleaners,Male,White,0,0,46,<=50K,<=50K,0
63,Self-emp-not-inc,7,Married-civ-spouse,Adm-clerical,Female,White,0,0,40,<=50K,<=50K,1
52,Private,9,Separated,Adm-clerical,Male,White,14986,0,43,>50K,>50K,0
23,Private,5,Divorced,Transport-moving,Male,White,0,0,40,<=50K,<=50K,0
35,Local-gov,14,Never-married,Machine-op-inspct,Female,White,0,0,48,>50K,<=50K,1
68,Private,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,27,>50K,>50K,1
22,Private,14,Divorced,Exec-managerial,Female,White,0,0,29,<=50K,<=50K,0
64,Self-emp-not-inc,15,Never-married,Handlers-cleaners,Male,White,39286,0,57,>50K,>50K,1
42,Private,5,Never-married,Farming-fishing,Male,White,0,0,65,<=50K,<=50K,0
19,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,39,>50K,<=50K,0
27,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Male,White,0,0,60,>50K,>50K,1
73,Private,13,Married-civ-spouse,Prof-specialty,Female,White,0,0,30,>50K,>50K,1
47,Self-emp-inc,5,Married-civ-spouse,Adm-clerical,Male,White,0,0,33,>50K,>50K,0
67,Private,5,Never-married,Handlers-cleaners,Male,White,0,0,57,>50K,>50K,1
62,Private,8,Married-civ-spouse,Tech-support,Male,White,0,0,49,>50K,>50K,1
22,Private,8,Married-civ-spouse,Tech-support,Male,Black,0,0,59,<=50K,<=50K,0
72,Self-emp-not-inc,6,Never-married,Farming-fishing,Female,Black,0,0,45,<=50K,<=50K,0
73,Local-gov,13,Divorced,Adm-clerical,Male,White,85749,0,27,>50K,>50K,1
50,Private,13,Never-married,Handlers-cleaners,Male,White,76937,0,42,>50K,>50K,1
71,Private,6,Separated,Tech-support,Female,White,0,0,54,>50K,<=50K,1
18,State-gov,13,Married-civ-spouse,Craft-repair,Male,White,0,0,38,>50K,<=50K,1
35,Private,10,Never-married,Transport-moving,Female,White,0,0,36,<=50K,<=50K,0
49,Private,12,Married-civ-spouse,Sales,Male,White,0,0,45,>50K,>50K,1
64,Private,14,Married-civ-spouse,Transport-moving,Male,White,0,0,33,>50K,>50K,1
66,State-gov,8,Married-civ-spouse,Sales,Male,White,0,2201,43,>50K,>50K,1
28,Self-emp-inc,6,Married-civ-spouse,Craft-repair,Female,White,0,0,40,<=50K,<=50K,0
38,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Female,White,0,0,34,<=50K,<=50K,0
43,Private,13,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,51,>50K,>50K,1
42,Local-gov,5,Never-married,Machine-op-inspct,Male,White,0,0,47,<=50K,<=50K,0
39,Private,11,Never-married,Exec-managerial,Male,White,0,0,35,<=50K,<=50K,0
44,Local-gov,15,Widowed,Tech-support,Male,White,0,0,39,>50K,>50K,1
66,Private,7,Divorced,Handlers-cleaners,Male,White,0,0,36,<=50K,<=50K,0
30,Private,7,Married-civ-spouse,Machine-op-inspct,Female,Other,0,0,32,<=50K,<=50K,0
50,Private,6,Married-civ-spouse,Exec-managerial,Male,White,0,0,19,<=50K,>50K,0
51,Private,14,Married-civ-spouse,Handlers-cleaners,Male,Other,0,0,34,>50K,>50K,1
58,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Male,Asian,23289,0,32,>50K,>50K,1
52,State-gov,14,Never-married,Exec-managerial,Male,White,0,0,41,>50K,>50K,1
18,Private,6,Divorced,Transport-moving,Male,White,0,2259,45,<=50K,<=50K,0
38,Local-gov,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,30,>50K,>50K,1
65,Private,8,Married-civ-spouse,Transport-moving,Female,Black,0,3315,44,<=50K,>50K,1
72,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Male,White,0,0,28,>50K,>50K,1
23,Federal-gov,13,Married-civ-spouse,Sales,Male,White,97517,0,38,<=50K,<=50K,0
45,Self-emp-not-inc,13,Married-civ-spouse,Transport-moving,Male,White,0,0,32,>50K,>50K,1
34,Private,10,Never-married,Craft-repair,Female,White,0,0,48,<=50K,<=50K,0
22,Private,8,Married-civ-spouse,Farming-fishing,Female,White,0,0,41,<=50K,<=50K,0
48,Self-emp-not-inc,11,Never-married,Tech-support,Male,White,0,0,38,>50K,>50K,0
22,Private,5,Married-civ-spouse,Prof-specialty,Female,White,0,0,32,<=50K,<=50K,0
55,Self-emp-inc,8,Married-civ-spouse,Prof-specialty,Male,Black,0,0,36,>50K,>50K,0
20,State-gov,9,Never-married,Adm-clerical,Male,White,0,0,61,<=50K,<=50K,0
